edad,genero,ingreso_mensual,es_frecuente,grupo_tamano,dia_semana,hora_llegada,duracion_estancia,bebidas_alcoholicas,bebidas_sin_alcohol,comida,promocion_activa,evento_especial,gasto_total
63,1,25820.22841,1,4,2,21,3.200708746,3,2,0,1,1,520.412236
53,0,16241.35975,0,2,3,20,1.638633877,4,2,1,0,0,538.917471
35,0,24198.68507,0,3,5,0,2.650738019,2,0,1,1,0,383.965192
51,0,21321.58811,0,5,1,18,2.751451534,1,1,1,0,0,377.1828352
26,0,20140.895,0,1,6,21,1.299751435,1,1,1,0,1,402.9106604
33,0,20775.57297,1,3,3,20,2.303765681,3,0,1,0,0,477.0305234
28,0,18664.23892,0,4,6,1,1.604277621,3,2,1,0,0,532.2533013
36,1,11437.64676,0,5,2,22,0.746032674,0,0,0,1,0,103.9743409
45,0,22297.31744,1,4,4,23,2.606172822,0,2,0,0,0,388.7766825
35,1,22279.97035,0,3,5,2,1.806859175,2,2,1,0,0,471.7408977
44,1,17136.69416,0,3,2,0,2.499435381,2,1,1,0,1,442.0054181
57,1,22384.26082,1,1,0,0,1.330993106,6,1,1,0,0,677.0876205
18,0,23393.57385,0,2,4,0,1.6249409,1,1,0,0,1,393.2398319
26,0,10310.81673,0,1,6,0,3.773151139,2,2,0,0,0,412.1873743
31,1,17147.18701,0,4,6,23,1.502225486,2,2,1,1,0,367.2937309
42,0,15340.50845,0,4,4,18,1.934922466,5,3,1,1,0,641.249307
30,1,12569.03948,0,1,4,21,4.647598607,3,2,1,1,0,563.6476223
52,1,19933.88643,0,3,3,1,4.169591102,1,2,0,1,1,436.7707967
21,0,12940.93433,0,4,6,0,2.204012445,1,2,1,0,1,468.5612516
50,0,15393.70678,1,3,2,20,2.311368073,2,0,0,0,0,345.567383
44,1,19472.39307,1,5,2,19,2.181032573,4,2,1,0,1,610.5760932
35,1,20099.10068,1,4,0,2,2.390018443,2,1,0,1,0,430.02954
29,0,19929.27716,1,5,6,21,0.5,1,0,1,0,0,359.5565286
19,0,31403.44937,0,3,5,18,1.640940816,3,0,0,1,0,350.1575355
55,0,14977.87689,0,2,5,18,3.159373308,1,1,0,0,0,307.2638607
55,1,19501.117,1,4,4,0,0.5,2,0,0,1,0,281.1431524
27,0,10764.93603,0,4,4,18,2.001542384,0,3,0,1,0,287.0773757
45,0,20888.13503,1,5,6,21,2.057311326,1,1,1,1,1,538.8779001
37,0,24920.72171,1,5,0,23,3.725861489,2,0,0,1,0,404.7592383
61,1,25283.16059,0,1,3,20,2.952986318,3,0,1,1,0,472.4067042
38,0,14185.12994,1,1,6,22,1.898475954,2,0,0,0,0,415.7638566
20,1,16323.21455,0,3,4,19,2.93186437,1,1,1,0,0,410.3623594
26,1,25574.3294,0,4,6,18,2.048929653,1,2,0,0,0,397.742822
38,1,17439.77194,0,3,2,1,3.114238549,2,1,1,0,0,485.7845677
28,0,23752.04644,0,1,4,0,1.949749878,3,4,1,0,0,592.7387513
50,0,12165.4668,0,5,4,18,3.726474708,0,3,1,1,0,387.964722
63,1,26300.21688,1,2,0,20,3.984163024,1,0,0,1,0,295.0422805
20,0,24163.48728,0,3,4,22,2.636421121,3,0,1,0,0,497.1983446
40,1,20784.27313,1,4,4,19,1.738604709,1,3,1,0,0,444.29326
21,1,13208.78454,0,2,0,18,2.355875869,4,2,0,0,0,484.3667388
59,1,17041.73713,0,3,3,2,4.88284492,2,0,0,1,1,404.0381904
46,1,18907.56575,1,3,6,20,3.109331927,3,0,0,0,0,447.0319395
33,1,19580.47238,0,5,4,22,3.137071651,2,0,1,0,1,440.7216648
63,0,17371.3267,1,5,5,21,1.818145419,3,1,1,0,0,553.6875223
56,0,16689.37354,0,4,6,2,3.460793059,3,0,1,0,0,447.4260616
27,0,19154.73391,0,3,2,2,2.846512597,3,0,1,0,0,506.2046224
59,0,26373.35985,1,4,0,2,2.988943933,2,3,0,1,1,532.9006773
59,1,6000,0,5,2,19,0.897685177,1,2,1,0,0,358.7736826
54,0,9768.764408,1,5,6,0,0.5,4,2,0,0,1,542.8138934
58,0,8730.759928,0,5,4,20,3.761179321,2,3,1,0,1,571.4128527
30,0,13878.13429,0,4,6,20,2.75752386,3,2,1,1,0,518.1572764
52,1,7558.439021,1,1,0,2,2.266162622,2,1,1,1,0,409.6058919
54,0,21318.71897,1,2,0,18,3.365546064,3,0,0,0,0,455.9587233
40,1,18574.32275,0,2,4,20,1.964823282,2,2,0,0,0,423.0460306
23,1,16477.3364,0,1,5,0,2.23146101,1,0,1,1,0,379.810204
33,0,13910.74104,0,2,1,22,2.256576778,2,1,1,1,0,446.9059305
21,1,18941.14637,1,3,6,21,1.435897585,4,3,0,1,1,539.4078653
55,1,19069.49796,0,4,4,21,2.751483482,2,2,1,0,0,452.838504
40,0,19981.57784,1,3,6,1,2.452117218,0,0,0,0,0,289.3707612
64,0,13625.91082,1,2,6,21,2.991864184,1,1,1,0,0,484.0888218
32,0,21895.87928,0,5,0,0,1.892205428,4,1,0,0,0,447.8608591
54,0,9188.681392,1,2,3,20,3.264647416,2,2,1,0,0,572.9023936
37,0,25496.61737,0,3,1,23,2.146865985,0,1,1,1,1,396.8681914
62,1,6000,0,5,4,22,2.952819576,1,2,0,1,0,256.5261896
55,1,14438.08927,0,4,6,1,1.94380729,1,3,1,1,0,352.6192576
64,1,10786.24781,0,3,3,21,2.323042624,2,2,1,0,0,488.0218109
41,1,22738.46422,0,3,4,2,1.205228963,5,2,0,1,0,482.4603859
23,0,9089.083068,1,4,1,0,2.199775322,1,1,1,1,0,434.3439645
42,0,28931.06174,1,2,1,20,3.555354838,1,0,1,0,1,500.0186636
29,1,8732.483121,1,4,2,19,2.26046826,3,0,1,1,1,623.5894521
44,0,30170.75955,1,2,4,20,4.276832432,2,1,0,0,0,532.6476556
52,0,20688.03979,0,5,4,2,2.563830931,1,2,1,0,0,396.299328
34,0,18184.31498,1,1,1,19,2.07098095,2,4,1,1,0,522.7920721
59,1,20614.71681,1,1,4,23,4.223568702,2,1,0,0,0,448.9387437
37,1,31155.47187,0,2,3,20,3.007969298,1,3,1,0,0,508.4728205
52,0,23358.48031,1,4,5,18,2.840379969,4,1,0,0,1,532.4639639
28,0,6000,1,1,1,22,4.695538579,3,2,1,0,0,641.7038698
22,1,25165.34735,0,5,6,0,1.169547896,1,0,0,0,0,244.7035123
21,1,19390.66017,1,4,5,1,2.155473295,3,0,1,1,0,492.756515
22,1,8297.864424,1,3,2,20,2.621895527,1,0,1,0,0,426.640002
58,0,22562.89663,1,2,5,23,4.016088848,2,0,1,1,1,537.3296497
25,0,10733.35445,0,5,4,21,2.51080486,4,1,1,0,1,596.0880652
60,0,19087.1586,1,1,2,20,3.265028841,0,1,0,1,0,336.2024945
20,0,19399.45762,0,3,4,2,1.621695809,2,0,0,0,0,319.7136686
57,1,14109.61251,1,5,5,0,3.900990226,2,0,1,0,0,555.3134407
28,0,21885.39127,0,4,3,18,2.562679741,1,1,1,1,0,426.2659117
26,1,11870.38903,1,5,4,23,1.624478954,1,3,1,1,0,426.9713053
47,0,19147.09308,0,3,6,21,1.452540965,1,0,0,0,0,206.8181259
22,1,14716.10892,1,4,4,18,2.210335047,2,0,0,0,0,324.2443738
18,1,16904.00625,1,4,5,21,0.821007547,1,1,1,0,0,369.7225516
41,0,29537.34538,0,1,1,2,2.357743126,2,1,1,0,0,462.2532425
38,1,18672.26666,1,4,1,21,1.1173948,3,3,0,0,0,485.3645212
47,0,11475.76519,0,3,1,20,0.80868056,3,1,0,0,1,341.8017108
49,0,17296.61899,0,3,6,23,2.533656595,1,1,1,1,0,408.6867055
60,1,13384.41955,0,3,1,19,0.740460737,3,1,0,0,0,295.4500753
40,1,18158.92649,0,4,0,2,2.403332883,2,1,1,0,1,541.3149315
48,1,18971.55172,0,2,5,23,1.564509242,5,2,0,0,0,469.6454359
18,0,18509.88888,1,3,0,18,2.66409357,2,0,1,0,0,499.2062908
52,0,18502.86345,0,5,3,0,3.817118141,1,0,1,1,1,384.4276607
38,1,14733.24239,1,3,1,0,2.808449106,5,1,0,0,0,532.6952804
33,1,20695.21669,1,4,5,20,4.076170015,1,0,0,1,0,390.5385564
38,0,24344.14516,1,4,4,0,2.339879398,2,1,0,0,1,434.9849432
35,1,14277.273,1,4,3,19,1.193976079,1,2,1,0,0,496.1531042
28,0,17649.59823,0,4,1,0,2.028478697,3,5,0,1,0,416.202692
18,0,18364.18821,1,5,0,18,1.988925836,2,4,1,0,0,570.2420046
18,1,25522.49565,0,3,0,19,2.797909466,1,2,1,0,0,459.9753277
52,0,24476.0244,1,2,6,19,2.483978484,0,3,0,0,0,408.1681641
53,1,13619.71154,0,1,3,20,1.502693408,2,2,0,0,0,318.2649948
46,1,18434.12709,0,1,2,18,1.995626557,3,0,0,1,1,381.8912887
59,0,9036.106309,0,1,1,23,2.220150038,2,1,0,0,0,312.3814212
53,1,12207.05677,1,5,6,1,2.619073006,6,1,0,1,0,579.054682
39,1,18090.14001,0,5,3,21,3.097120689,3,1,1,1,1,484.4599908
56,1,21779.62739,0,4,2,2,2.501568268,2,2,1,0,0,473.6365295
63,1,23726.37171,0,2,0,19,1.197563411,1,0,0,1,0,285.0048851
42,1,16135.20625,0,2,0,18,1.996257982,3,2,1,0,0,457.5380736
40,0,9882.335072,0,3,4,1,3.49242418,3,0,1,1,0,423.606816
41,1,20381.32352,1,1,1,0,2.67593785,2,2,0,1,1,444.6195558
46,1,16961.75652,0,1,5,21,0.954476877,2,1,1,0,0,439.2084632
29,1,20543.76067,0,5,4,0,1.971594494,0,0,0,0,1,266.2897173
29,1,18960.74501,1,3,2,20,1.644908192,3,3,0,0,1,578.7353005
40,0,22294.36982,0,1,2,19,3.402152316,0,0,1,1,0,328.7616232
46,0,21927.7757,1,3,5,21,2.86064365,0,1,0,1,0,314.2556875
54,1,23061.59395,0,3,4,20,2.889220602,3,0,1,1,0,423.6211447
20,1,15245.04595,1,2,5,21,2.493270354,2,1,0,1,0,376.401666
47,0,23972.98853,0,1,1,21,3.692290737,5,1,0,0,0,559.3921015
57,0,14981.82712,0,1,0,1,3.284524523,2,0,0,0,0,363.8909459
59,1,18509.62677,0,5,4,22,3.749897679,2,2,1,1,0,376.0874335
60,1,29163.54883,1,2,3,0,1.600676325,2,2,0,0,0,433.4233243
26,0,20140.81483,0,1,1,18,1.186554826,3,2,0,0,0,402.1640184
56,1,11003.21227,0,2,2,22,2.120052874,2,2,1,0,0,417.7585454
44,0,26942.56797,0,2,0,2,2.347699219,2,0,1,0,0,431.5561945
35,0,24000.55337,1,4,6,18,1.888502694,5,2,0,1,0,549.4380287
34,1,24842.84148,0,5,4,1,2.749149435,2,1,1,1,0,422.9346484
25,1,19183.24555,0,3,4,2,1.351364502,2,0,1,0,0,388.3928645
22,1,20074.94657,0,5,2,1,2.663090833,2,1,0,0,1,404.5726739
64,1,16601.97801,0,3,0,18,2.814334884,2,1,1,1,0,452.2929756
21,0,13800.40622,1,3,4,19,3.55874046,0,0,0,0,0,289.9555496
41,1,27179.97029,1,1,4,20,2.704675192,1,0,1,0,0,431.0618902
64,1,15789.83578,1,2,4,2,1.989268656,1,0,0,1,0,291.3974603
46,1,15115.81089,1,2,2,21,2.191456208,1,1,0,1,0,322.7813838
62,0,15339.02923,0,2,6,19,4.692544594,2,3,0,1,0,405.0279382
54,0,29174.05955,1,1,0,18,4.11782445,0,1,1,0,0,501.0527452
49,1,23268.81601,0,1,2,2,2.585690273,1,0,1,0,0,376.1737969
58,1,15792.52642,1,4,0,20,1.429546214,2,0,1,0,1,480.1114805
39,0,17726.26533,1,5,1,18,2.467779083,0,1,1,0,0,482.2890075
18,1,21062.7038,0,5,6,2,3.696612376,1,1,0,0,0,402.6443666
46,0,23270.80493,1,3,0,20,1.538775492,3,1,0,1,1,449.9282962
25,1,8337.058714,0,2,0,18,1.964991948,1,0,0,0,1,305.497608
61,1,23422.70243,0,2,5,22,2.848082808,1,0,0,0,0,325.6011865
44,0,16691.84231,0,3,2,22,2.212979092,1,0,0,1,1,293.6514792
23,1,13883.79079,1,3,0,19,1.687011694,4,0,1,0,1,573.0831517
30,1,15658.10337,1,5,0,0,1.956217005,2,0,1,1,0,398.6690382
19,1,22751.56433,0,3,3,22,2.466359901,1,5,1,1,0,430.9965665
39,0,28550.59411,0,3,5,21,3.104399517,3,1,1,1,0,606.1052202
43,1,18887.51816,1,3,4,20,2.030457421,2,1,1,0,1,456.4490314
43,1,21341.42243,0,3,6,22,2.540301955,2,6,1,0,1,614.8305624
39,1,13115.85341,1,2,5,2,1.710410377,1,2,0,0,0,328.2370648
56,1,20948.06756,0,1,3,22,2.030595884,1,1,0,1,1,362.0073396
61,1,22935.88303,0,5,2,0,1.274599885,1,4,1,0,0,456.4121877
55,0,9071.813771,0,4,2,18,2.424647827,2,2,1,1,1,516.606805
43,0,14922.53993,0,3,0,18,3.862089502,3,3,1,0,0,511.4214386
22,1,22744.7921,1,1,6,22,2.254458125,1,4,1,0,0,554.3695346
47,1,7446.596885,0,5,2,22,2.114998516,3,0,1,1,1,425.8583776
40,0,15756.60033,0,5,3,1,4.836981636,0,2,0,0,1,407.2924269
50,0,21604.18477,0,2,5,19,2.909009473,1,1,1,0,0,411.7804071
40,1,7856.635026,0,5,2,19,3.864130768,2,0,1,1,0,414.4588827
52,0,15620.07949,0,3,2,23,0.5,1,1,0,1,0,256.1499754
28,0,18329.02916,0,4,6,1,2.556414723,1,3,1,0,1,435.5043701
31,0,23342.36227,0,3,0,19,2.997290089,4,2,1,0,0,557.4390903
53,1,10327.58126,1,3,0,1,3.097192077,3,1,1,0,0,505.5707296
51,0,24657.06225,0,3,6,20,1.071412183,0,3,0,0,0,291.5659596
56,1,19834.05001,1,5,5,0,2.029550519,2,0,1,1,0,493.8678841
57,1,25181.07587,0,3,2,22,2.568351675,0,0,1,0,0,281.2754854
34,1,24979.32213,1,4,0,21,1.338398947,2,0,1,0,0,481.2233457
22,0,20044.74434,0,2,0,0,1.498282642,5,1,1,0,0,549.9601023
41,0,20914.4896,0,4,4,23,3.43952897,1,1,1,0,1,509.9543335
18,0,7563.315897,0,2,1,18,2.450070947,3,2,0,0,0,375.1383519
36,0,9899.160801,0,4,0,23,2.623898826,1,0,1,1,0,341.7627309
27,1,11968.12907,0,4,1,20,4.520263317,2,3,1,1,0,541.7184342
24,1,15911.94526,0,5,5,21,3.900678902,3,0,1,0,0,556.1313667
35,0,23599.43401,0,5,0,22,3.054557396,3,0,0,0,1,479.4926998
20,1,7299.511554,0,2,5,21,2.986460472,1,1,0,1,1,338.0238867
32,1,16080.25593,1,2,5,19,3.27142171,3,1,1,1,0,524.8331407
64,0,10072.61246,0,4,4,2,0.5,1,2,0,1,0,198.2339661
20,1,8653.784185,1,2,3,2,3.079940028,1,3,0,1,0,386.6562954
49,1,26861.4418,0,3,0,19,3.661157942,4,1,0,0,0,533.3145978
26,1,18591.19529,1,3,6,23,1.609290415,1,2,1,0,1,471.7549265
31,1,27810.91493,1,5,1,18,2.243947196,2,1,1,0,0,517.3586423
46,1,25104.73905,1,5,5,19,3.646001205,3,2,0,1,1,531.3968759
59,0,12471.62275,0,2,0,20,1.799186069,2,1,1,0,0,383.323988
44,0,6871.902781,0,5,1,18,2.394423615,2,3,0,0,1,425.6646136
57,1,30420.52541,0,2,5,0,3.41847172,2,1,1,0,0,545.6774559
36,1,15569.86051,0,4,3,22,3.086358672,4,4,1,0,0,609.1825981
38,1,11132.71215,0,1,6,19,3.446093718,2,2,0,1,0,362.8946378
41,1,22147.02081,1,4,3,2,1.527666394,1,1,1,1,0,359.3150965
46,1,18818.96347,0,1,6,1,1.583972687,2,0,1,0,0,372.6249233
46,1,13971.60188,1,1,0,21,2.242699868,3,2,1,1,0,525.6079132
33,0,15924.47779,0,5,5,1,2.74163945,6,0,1,0,1,677.3556141
63,1,18967.95276,1,3,5,23,0.865608177,1,3,0,1,1,397.437076
51,1,18443.71636,0,2,5,0,2.894004688,1,1,0,1,0,306.8587291
18,0,22533.06743,0,5,6,0,3.090754916,2,1,0,0,1,440.6818836
19,0,15879.20995,0,4,4,0,1.814210586,3,1,1,1,1,487.1908219
42,1,15941.08778,0,3,4,22,2.880175651,2,0,0,0,0,352.0294003
57,1,21603.78605,0,3,3,0,3.206466291,4,2,0,0,0,516.505028
54,0,19877.67351,1,2,1,23,3.226975919,2,1,1,0,0,612.7549893
60,0,24565.54727,1,3,2,18,3.014547173,2,0,1,0,0,514.3063246
40,1,16500.55439,0,3,0,23,3.312024539,2,1,1,0,0,462.498177
61,1,17409.99552,1,1,4,0,1.919207343,0,1,1,0,0,424.8054527
19,1,11064.02372,0,1,0,21,0.610077067,5,1,0,1,1,372.2968155
38,0,26995.23398,0,5,0,1,0.975652238,2,2,0,0,0,399.0071608
26,1,9637.340521,1,5,1,22,1.779236271,2,1,1,0,0,506.7433178
41,1,19212.3447,0,4,3,21,4.056511076,0,1,0,1,0,281.7037662
64,0,12648.23935,1,3,1,22,1.93686916,0,3,1,1,1,418.1131384
45,1,20024.27215,0,5,2,19,2.581863271,1,0,1,0,0,294.2412376
53,1,22466.20406,0,4,0,23,3.971677063,2,1,0,0,0,378.6173722
32,1,8164.258607,1,3,6,23,1.940526889,1,2,1,0,0,428.4460696
40,0,16734.33689,1,1,0,19,3.160961399,1,0,1,1,1,493.1652944
43,0,7459.745284,0,1,0,0,2.191630531,2,2,1,0,0,429.7376016
43,1,26425.68383,1,4,4,20,2.71579545,6,2,1,0,0,663.6444294
64,0,15341.13839,0,1,4,23,1.733578116,3,2,0,0,1,472.1983336
48,1,8540.816714,0,1,4,21,3.53896327,3,2,1,0,1,543.4961405
60,1,13788.40968,1,1,3,22,2.622444121,1,0,1,0,0,481.4146852
30,0,25867.93131,0,4,4,21,2.596196509,1,1,1,1,0,337.2372247
64,1,26925.32694,1,1,1,0,4.58942099,2,0,1,0,0,593.3300949
